id,campeonato,status,data,placar_casa,placar_fora,time_casa,jogos_casa,gols_marcados_casa,gols_sofridos_casa,media_marcados_casa,media_sofridos_casa,time_fora,jogos_fora,gols_marcados_fora,gols_sofridos_fora,media_marcados_fora,media_sofridos_fora,ofensividade_casa,defensividade_casa,ofensividade_fora,defensividade_fora,probabilidade_gol,melhor_chance
g_1_233NDi5S,Acreano,12.02. 20:00,2026-02-12 20:00:00,5.0,0.0,Santa Cruz AC,6,12,5,2.0,0.83,São Francisco,6,2,24,0.33,4.0,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Fora
g_1_fw0FFDzG,Acreano,10.02. 21:00,2026-02-10 21:00:00,0.0,2.0,Senador Guiomard,5,5,7,1.0,1.4,Rio Branco-AC2,0,0,0,0.0,0.0,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_zypEHZ53,Acreano,10.02. 19:00,2026-02-10 19:00:00,1.0,3.0,Vasco da Gama-AC,5,6,8,1.2,1.6,Independência,5,6,9,1.2,1.8,Baixa ofensividade,Média defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
g_1_rscSgWDd,Acreano,07.02. 17:00,2026-02-07 17:00:00,0.0,1.0,Santa Cruz AC,6,12,5,2.0,0.83,Galvez,5,8,3,1.6,0.6,Média ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Equilibrado
g_1_nF3Jehqp,Acreano,05.02. 20:00,2026-02-05 20:00:00,0.0,2.0,São Francisco,6,2,24,0.33,4.0,Senador Guiomard,5,5,7,1.0,1.4,Muito baixa ofensividade,Muito baixa defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_GWCm1ELM,Acreano,04.02. 20:00,2026-02-04 20:00:00,0.0,0.0,Humaitá,6,14,2,2.33,0.33,Vasco da Gama-AC,5,6,8,1.2,1.6,Alta ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Equilibrado
g_1_fHOv3ziA,Acreano,02.02. 20:00,2026-02-02 20:00:00,2.0,1.0,Rio Branco-AC,6,13,8,2.17,1.33,Independência,5,6,9,1.2,1.8,Alta ofensividade,Alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Casa
g_1_6cN31NF5,Acreano,31.01. 19:00,2026-01-31 19:00:00,1.0,1.0,Senador Guiomard,5,5,7,1.0,1.4,Galvez,5,8,3,1.6,0.6,Muito baixa ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_lKLW4dMc,Acreano,31.01. 17:00,2026-01-31 17:00:00,1.0,0.0,Santa Cruz AC,6,12,5,2.0,0.83,Vasco da Gama-AC,5,6,8,1.2,1.6,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Fora
g_1_YBwpsgUj,Acreano,29.01. 20:00,2026-01-29 20:00:00,0.0,6.0,São Francisco,6,2,24,0.33,4.0,Rio Branco-AC,6,13,8,2.17,1.33,Muito baixa ofensividade,Muito baixa defensividade,Alta ofensividade,Alta defensividade,Muito Baixa,Equilibrado
g_1_2PGCa1pI,Acreano,28.01. 20:00,2026-01-28 20:00:00,0.0,3.0,Independência,5,6,9,1.2,1.8,Humaitá,6,14,2,2.33,0.33,Baixa ofensividade,Média defensividade,Alta ofensividade,Muito alta defensividade,Baixa,Equilibrado
g_1_CGLm55Gt,Acreano,26.01. 19:00,2026-01-26 19:00:00,3.0,1.0,Vasco da Gama-AC,5,6,8,1.2,1.6,Senador Guiomard,5,5,7,1.0,1.4,Baixa ofensividade,Média defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_YV9d3qog,Acreano,24.01. 17:00,2026-01-24 17:00:00,0.0,1.0,Independência,5,6,9,1.2,1.8,São Francisco,6,2,24,0.33,4.0,Baixa ofensividade,Média defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Fora
g_1_Mitvo2VO,Acreano,22.01. 21:00,2026-01-22 21:00:00,0.0,2.0,Rio Branco-AC,6,13,8,2.17,1.33,Galvez,5,8,3,1.6,0.6,Alta ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Média,Casa
g_1_QPnVnO0C,Acreano,22.01. 19:00,2026-01-22 19:00:00,2.0,1.0,Humaitá,6,14,2,2.33,0.33,Santa Cruz AC,6,12,5,2.0,0.83,Alta ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Alta,Casa
g_1_bDeEj61m,Acreano,17.01. 19:00,2026-01-17 19:00:00,1.0,1.0,Senador Guiomard,5,5,7,1.0,1.4,Humaitá,6,14,2,2.33,0.33,Muito baixa ofensividade,Alta defensividade,Alta ofensividade,Muito alta defensividade,Baixa,Fora
g_1_hClNlpWa,Acreano,17.01. 17:00,2026-01-17 17:00:00,2.0,3.0,Vasco da Gama-AC,5,6,8,1.2,1.6,Rio Branco-AC,6,13,8,2.17,1.33,Baixa ofensividade,Média defensividade,Alta ofensividade,Alta defensividade,Baixa,Fora
g_1_SU4rdSwQ,Acreano,15.01. 21:00,2026-01-15 21:00:00,4.0,1.0,Galvez,5,8,3,1.6,0.6,São Francisco,6,2,24,0.33,4.0,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito baixa defensividade,Muito Baixa,Fora
g_1_nZReYOoJ,Acreano,15.01. 19:00,2026-01-15 19:00:00,2.0,2.0,Independência,5,6,9,1.2,1.8,Santa Cruz AC,6,12,5,2.0,0.83,Baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Baixa,Casa
g_1_UXPgCaoL,Acreano,28.02. 17:00,2026-02-28 17:00:00,,,Galvez,5,8,3,1.6,0.6,Vasco da Gama-AC,5,6,8,1.2,1.6,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Baixa,Fora
g_1_lI6Q6w9r,Acreano,02.03. 20:00,2026-03-02 20:00:00,,,Senador Guiomard,5,5,7,1.0,1.4,Independência,5,6,9,1.2,1.8,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_drAY4Hwe,Acreano,05.03. 19:00,2026-03-05 19:00:00,,,São Francisco,6,2,24,0.33,4.0,Vasco da Gama-AC,5,6,8,1.2,1.6,Muito baixa ofensividade,Muito baixa defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Casa
g_1_OfoTQb0E,Acreano,05.03. 21:15,2026-03-05 21:15:00,,,Independência,5,6,9,1.2,1.8,Galvez,5,8,3,1.6,0.6,Baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Baixa,Casa
g_1_KMvxPxVQ,Acreano,07.03. 17:00,2026-03-07 17:00:00,,,Humaitá,6,14,2,2.33,0.33,Rio Branco-AC,6,13,8,2.17,1.33,Alta ofensividade,Muito alta defensividade,Alta ofensividade,Alta defensividade,Alta,Fora
g_1_Icbs3e87,Acreano,07.03. 19:15,2026-03-07 19:15:00,,,Santa Cruz AC,6,12,5,2.0,0.83,Senador Guiomard,5,5,7,1.0,1.4,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_napkQxOE,Alagoano,22.02. 16:00,2026-02-22 16:00:00,3.0,0.0,ASAAvança na competição,0,0,0,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UoUSIfGl,Alagoano,21.02. 16:00,2026-02-21 16:00:00,0.0,2.0,CSA,0,0,0,0.0,0.0,CRBAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_KCrcOGhR,Alagoano,18.02. 20:00,2026-02-18 20:00:00,2.0,0.0,CRB,0,0,0,0.0,0.0,CSA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Khh32ZV7,Alagoano,14.02. 16:00,2026-02-14 16:00:00,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,ASA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EuvvZrI8,Alagoano,07.02. 16:00,2026-02-07 16:00:00,2.0,0.0,ASA,0,0,0,0.0,0.0,Penedense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zeSnXMnL,Alagoano,07.02. 16:00,2026-02-07 16:00:00,2.0,1.0,Coruripe,0,0,0,0.0,0.0,CRB,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_SWVjD1ek,Alagoano,07.02. 16:00,2026-02-07 16:00:00,2.0,0.0,CSA,0,0,0,0.0,0.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nZohBuQ1,Alagoano,07.02. 16:00,2026-02-07 16:00:00,3.0,1.0,Murici-AL,0,0,0,0.0,0.0,CSE,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_W0pLINXR,Alagoano,01.02. 16:00,2026-02-01 16:00:00,0.0,1.0,CSE,0,0,0,0.0,0.0,CSA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zZjCKq3F,Alagoano,01.02. 16:00,2026-02-01 16:00:00,0.0,0.0,Penedense,0,0,0,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ppOJEgFd,Alagoano,31.01. 16:00,2026-01-31 16:00:00,0.0,3.0,CRB,0,0,0,0.0,0.0,ASA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_S8m4M5Y2,Alagoano,31.01. 16:00,2026-01-31 16:00:00,2.0,1.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Coruripe,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_K2vuMyNM,Alagoano,25.01. 16:00,2026-01-25 16:00:00,1.0,1.0,Coruripe,0,0,0,0.0,0.0,Penedense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_vmLBGFpp,Alagoano,25.01. 16:00,2026-01-25 16:00:00,1.0,2.0,CSE,0,0,0,0.0,0.0,ASA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nktXNchA,Alagoano,24.01. 16:00,2026-01-24 16:00:00,0.0,2.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_jNnOPJNc,Alagoano,24.01. 16:00,2026-01-24 16:00:00,1.0,1.0,CSA,0,0,0,0.0,0.0,CRB,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_bFpw2GVj,Alagoano,21.01. 20:00,2026-01-21 20:00:00,2.0,0.0,ASA,0,0,0,0.0,0.0,Coruripe,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_vRX4KOoI,Alagoano,21.01. 20:00,2026-01-21 20:00:00,1.0,0.0,CRB,0,0,0,0.0,0.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_W0UdMpH5,Alagoano,21.01. 19:00,2026-01-21 19:00:00,0.0,1.0,Murici-AL,0,0,0,0.0,0.0,CSA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zZzlO6ng,Alagoano,21.01. 19:00,2026-01-21 19:00:00,0.0,2.0,Penedense,0,0,0,0.0,0.0,CSE,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Ic4N7o2C,Alagoano,18.01. 16:00,2026-01-18 16:00:00,1.0,2.0,CSE,0,0,0,0.0,0.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_QN7V5PWO,Alagoano,18.01. 16:00,2026-01-18 16:00:00,1.0,0.0,Murici-AL,0,0,0,0.0,0.0,Coruripe,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2LxtQSHt,Alagoano,18.01. 16:00,2026-01-18 16:00:00,0.0,1.0,Penedense,0,0,0,0.0,0.0,CRB,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_drGE97Xa,Alagoano,17.01. 16:00,2026-01-17 16:00:00,0.0,0.0,ASA,0,0,0,0.0,0.0,CSA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lIC6BT2m,Alagoano,15.01. 20:00,2026-01-15 20:00:00,3.0,2.0,CRB,0,0,0,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6c9sHkuQ,Alagoano,14.01. 20:00,2026-01-14 20:00:00,2.0,4.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,ASA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_E3MegnmJ,Alagoano,14.01. 20:00,2026-01-14 20:00:00,2.0,0.0,CSA,0,0,0,0.0,0.0,Penedense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IyTne8I6,Alagoano,14.01. 19:00,2026-01-14 19:00:00,1.0,1.0,Coruripe,0,0,0,0.0,0.0,CSE,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ABPvcUmf,Alagoano,11.01. 17:00,2026-01-11 17:00:00,3.0,0.0,CSA,0,0,0,0.0,0.0,Coruripe,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ldyWbjJs,Alagoano,10.01. 17:00,2026-01-10 17:00:00,0.0,0.0,ASA,0,0,0,0.0,0.0,Murici-AL,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_INmEt93D,Alagoano,10.01. 16:00,2026-01-10 16:00:00,1.0,0.0,CRB,0,0,0,0.0,0.0,CSE,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YVV04CeK,Alagoano,10.01. 16:00,2026-01-10 16:00:00,1.0,0.0,Penedense,0,0,0,0.0,0.0,Cruzeiro Arapiraca,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_xGaT5cFi,Alagoano,28.02. 16:00,2026-02-28 16:00:00,,,CRB,0,0,0,0.0,0.0,ASA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pt3y4yp4,Alagoano,07.03. 16:00,2026-03-07 16:00:00,,,ASA,0,0,0,0.0,0.0,CRB,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nLMGOfM8,Amapaense,26.02. 20:00,2026-02-26 20:00:00,1.0,1.0,Trem,4,3,6,0.75,1.5,Independente-AP,3,7,1,2.33,0.33,Muito baixa ofensividade,Alta defensividade,Alta ofensividade,Muito alta defensividade,Baixa,Fora
g_1_WCvU0iU1,Amapaense,23.02. 20:00,2026-02-23 20:00:00,2.0,3.0,Ypiranga-AP,2,2,5,1.0,2.5,Santos-AP,3,6,5,2.0,1.67,Muito baixa ofensividade,Baixa defensividade,Média ofensividade,Média defensividade,Muito Baixa,Fora
g_1_batM2Dak,Amapaense,22.02. 16:00,2026-02-22 16:00:00,1.0,2.0,Cristal,3,2,7,0.67,2.33,Macapá,3,3,3,1.0,1.0,Muito baixa ofensividade,Baixa defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_vFak8ZyS,Amapaense,21.02. 16:00,2026-02-21 16:00:00,3.0,0.0,Independente-AP,3,7,1,2.33,0.33,Oratório,3,5,3,1.67,1.0,Alta ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Alta,Casa
g_1_hb1sAe7F,Amapaense,20.02. 20:00,2026-02-20 20:00:00,2.0,1.0,Sao José,3,5,3,1.67,1.0,Trem,4,3,6,0.75,1.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_WrDYBHx3,Amapaense,19.02. 20:00,2026-02-19 20:00:00,2.0,1.0,Santos-AP,3,6,5,2.0,1.67,Cristal,3,2,7,0.67,2.33,Média ofensividade,Média defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Casa
g_1_8ARwjzGq,Amapaense,15.02. 09:00,2026-02-15 09:00:00,1.0,1.0,Macapá,3,3,3,1.0,1.0,Sao José,3,5,3,1.67,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_xO468rWA,Amapaense,14.02. 16:00,2026-02-14 16:00:00,3.0,0.0,Oratório,3,5,3,1.67,1.0,Trem,4,3,6,0.75,1.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_rPBcA41b,Amapaense,13.02. 20:00,2026-02-13 20:00:00,0.0,3.0,Cristal,3,2,7,0.67,2.33,Independente-AP,3,7,1,2.33,0.33,Muito baixa ofensividade,Baixa defensividade,Alta ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_za8kCQWo,Amapaense,12.02. 20:00,2026-02-12 20:00:00,1.0,2.0,Santos-AP,3,6,5,2.0,1.67,Sao José,3,5,3,1.67,1.0,Média ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Baixa,Casa
g_1_UHes8EKU,Amapaense,11.02. 15:30,2026-02-11 15:30:00,0.0,2.0,Ypiranga-AP,2,2,5,1.0,2.5,Oratório,3,5,3,1.67,1.0,Muito baixa ofensividade,Baixa defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_MihZ9zjI,Amapaense,07.02. 16:00,2026-02-07 16:00:00,1.0,0.0,Trem,4,3,6,0.75,1.5,Macapá,3,3,3,1.0,1.0,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_vTvOMYjL,Amapaense,20:00,,,,Sao José,3,5,3,1.67,1.0,Cristal,3,2,7,0.67,2.33,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_lxgXK89t,Amazonense,25.02. 21:00,2026-02-25 21:00:00,3.0,2.0,Manauara,3,5,3,1.67,1.0,JC,3,2,4,0.67,1.33,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_IHplHQ85,Amazonense,25.02. 16:30,2026-02-25 16:30:00,3.0,0.0,Manaus,0,0,0,0.0,0.0,São Raimundo-AM,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OKj669fm,Amazonense,21.02. 16:30,2026-02-21 16:30:00,0.0,1.0,JC,3,2,4,0.67,1.33,Parintins,2,2,2,1.0,1.0,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_h0rN2RgC,Amazonense,21.02. 16:30,2026-02-21 16:30:00,1.0,2.0,São Raimundo-AM,0,0,0,0.0,0.0,Princesa do Solimões,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_bDDN05OO,Amazonense,19.02. 21:30,2026-02-19 21:30:00,0.0,1.0,Nacional-AM,0,0,0,0.0,0.0,Manaus,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_KnpF4mPa,Amazonense,18.02. 21:00,2026-02-18 21:00:00,0.0,0.0,Amazonas,2,0,0,0.0,0.0,Manauara,3,5,3,1.67,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_z1kV4dJr,Amazonense,12.02. 21:00,2026-02-12 21:00:00,0.0,0.0,Amazonas,2,0,0,0.0,0.0,JC,3,2,4,0.67,1.33,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_xQon1EI7,Amazonense,11.02. 21:30,2026-02-11 21:30:00,3.0,0.0,Nacional-AM,0,0,0,0.0,0.0,São Raimundo-AM,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ILOYOHAE,Amazonense,10.02. 21:00,2026-02-10 21:00:00,2.0,1.0,Manaus,0,0,0,0.0,0.0,Princesa do Solimões,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WSrv3zle,Amazonense,09.02. 21:00,2026-02-09 21:00:00,2.0,1.0,Manauara,3,5,3,1.67,1.0,Parintins,2,2,2,1.0,1.0,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Baixa,Casa
g_1_On6cctUP,Amazonense,08.02. 18:00Após Pên.,2026-02-08 18:00:00,1.0,0.0,AmazonasVencedor,0,0,0,0.0,0.0,Nacional-AM,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GhcB5THc,Amazonense,04.02. 21:00,2026-02-04 21:00:00,1.0,0.0,Nacional-AMAvança na competição,0,0,0,0.0,0.0,Princesa do Solimões,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OI0J37nA,Amazonense,03.02. 21:00,2026-02-03 21:00:00,2.0,0.0,AmazonasAvança na competição,0,0,0,0.0,0.0,JC,3,2,4,0.67,1.33,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_v1oniRpS,Amazonense,01.02. 20:00,2026-02-01 20:00:00,0.0,0.0,Princesa do SolimõesAvança na competição,0,0,0,0.0,0.0,Manaus,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AqxIo58k,Amazonense,31.01. 16:30,2026-01-31 16:30:00,1.0,1.0,JCAvança na competição,0,0,0,0.0,0.0,Manauara,3,5,3,1.67,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_ltkHcuCF,Amazonense,28.01. 16:30,2026-01-28 16:30:00,1.0,0.0,JC,3,2,4,0.67,1.33,Manaus,0,0,0,0.0,0.0,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_GSj9a1s3,Amazonense,28.01. 16:30,2026-01-28 16:30:00,0.0,1.0,Parintins,2,2,2,1.0,1.0,Nacional-AM,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_p8rQeJtS,Amazonense,28.01. 16:30,2026-01-28 16:30:00,1.0,1.0,Princesa do Solimões,0,0,0,0.0,0.0,Amazonas,2,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GjZejc4k,Amazonense,28.01. 16:30,2026-01-28 16:30:00,2.0,2.0,São Raimundo-AM,0,0,0,0.0,0.0,Manauara,3,5,3,1.67,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_GxfNybkd,Amazonense,25.01. 16:30,2026-01-25 16:30:00,0.0,3.0,São Raimundo-AM,0,0,0,0.0,0.0,Parintins,2,2,2,1.0,1.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8CjFwKKq,Amazonense,24.01. 20:00,2026-01-24 20:00:00,3.0,1.0,Princesa do Solimões,0,0,0,0.0,0.0,JC,3,2,4,0.67,1.33,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_GEBzo2S9,Amazonense,24.01. 16:30,2026-01-24 16:30:00,1.0,1.0,Manauara,3,5,3,1.67,1.0,Nacional-AM,0,0,0,0.0,0.0,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Baixa,Casa
g_1_OvFrqtcM,Amazonense,23.01. 20:00,2026-01-23 20:00:00,2.0,1.0,Amazonas,2,0,0,0.0,0.0,Manaus,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_4I8mPK5j,Amazonense,18.01. 16:30,2026-01-18 16:30:00,2.0,0.0,Manaus,0,0,0,0.0,0.0,Manauara,3,5,3,1.67,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
